"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","enzyme","go"
"ENSG00000166396",260.227366299604,9.20468333378705,1.30565793864433,7.04984288866985,1.79119919587316e-12,5.43330422748192e-11,"SERPINB7",NA,"GO:0004867"
"ENSG00000167895",64.7241883646479,-5.97549659475365,0.847785112538387,-7.04836226347756,1.81035824364582e-12,5.4813254836563e-11,"TMC8",NA,"GO:0001558"
"ENSG00000136068",990.930035453556,2.92711652598486,0.415332185776357,7.04765155754391,1.81962592803546e-12,5.49927681847194e-11,"FLNB",NA,"GO:0001725"
"ENSG00000000938",43.7939307040657,-8.45794218233501,1.20230805849335,-7.03475463096697,1.9961195844305e-12,6.021627413032e-11,"FGR","2.7.10.2","GO:0001784"
"ENSG00000010704",81.1114607856015,4.29382011570097,0.61056532666095,7.03253186548104,2.02818965471154e-12,6.1071868012347e-11,"HFE",NA,"GO:0002626"
"ENSG00000044115",1682.32869997639,2.33894253990268,0.332766018377977,7.02879023316003,2.08331902356124e-12,6.26174226953964e-11,"CTNNA1",NA,"GO:0001541"
"ENSG00000182197",336.44103582133,3.42938235429947,0.487957930385174,7.02802873106799,2.09471771598512e-12,6.2845346994519e-11,"EXT1","2.4.1.225","GO:0000139"
"ENSG00000128283",418.221908662173,3.61364261890502,0.514259114611838,7.02689075648681,2.11186581199964e-12,6.32446214353564e-11,"CDC42EP1",NA,"GO:0005096"
"ENSG00000178401",37.7452748536262,5.9028450787412,0.840675255029533,7.02155207189229,2.19417010122514e-12,6.55901556030477e-11,"DNAJC22",NA,"GO:0016021"
"ENSG00000197565",74.6409030393256,8.97435403493723,1.27887244331871,7.01739573936596,2.26041713131347e-12,6.74480626265656e-11,"COL4A6",NA,"GO:0005201"
"ENSG00000174282",75.7746024777245,1.99176272364475,0.284162941480306,7.00922756946752,2.39637409823488e-12,7.13755475081858e-11,"ZBTB4",NA,"GO:0000122"
"ENSG00000089356",1005.2865686994,8.0357525178644,1.14674687879992,7.00743352035446,2.42729284966766e-12,7.21659576297402e-11,"FXYD3",NA,"GO:0005254"
"ENSG00000250021",134.609059796263,1.34081161382961,0.191451294083584,7.00340846609393,2.49809143093659e-12,7.41370521783001e-11,"C15orf38-AP3S2",NA,NA
"ENSG00000119630",78.3091416942046,5.56036470264466,0.794075638931189,7.00231115278741,2.51774136851602e-12,7.45579460491174e-11,"PGF",NA,"GO:0001525"
"ENSG00000072682",617.786928225632,3.5031098746527,0.500293334301401,7.00211183014135,2.52132693518052e-12,7.45579460491174e-11,"P4HA2","1.14.11.2","GO:0004656"
"ENSG00000037965",52.7817946590813,6.39061466375852,0.913233955569658,6.99778476783879,2.60041152009235e-12,7.67587421997152e-11,"HOXC8",NA,"GO:0000122"
"ENSG00000182534",1135.53010291192,3.42287561310986,0.489239549733901,6.99631829636744,2.62776183779247e-12,7.74273081042573e-11,"MXRA7",NA,"GO:0016021"
"ENSG00000011566",181.969759142512,1.88200055322833,0.269040310873495,6.99523631651343,2.64812188686947e-12,7.78878849975482e-11,"MAP4K3","2.7.11.1","GO:0000185"
"ENSG00000134504",180.725120780135,2.71642330575168,0.388371778931429,6.99438901875333,2.66417376676136e-12,7.82203317510274e-11,"KCTD1",NA,"GO:0000122"
"ENSG00000130635",535.819618975935,5.68906834946433,0.813630125593413,6.99220465234749,2.70599753451681e-12,7.93069135071644e-11,"COL5A1",NA,"GO:0001568"
"ENSG00000165915",294.726840439355,2.05357990149223,0.293730693223379,6.99136981211051,2.72215160238091e-12,7.96386483886607e-11,"SLC39A13",NA,"GO:0005385"
"ENSG00000130755",507.938372194055,-5.21666257182316,0.7464378692855,-6.98874318476984,2.77359588026994e-12,8.09998186949047e-11,"GMFG",NA,"GO:0003779"
"ENSG00000130147",303.556796810749,4.03914575330221,0.578014707737214,6.98796362659088,2.78904668914307e-12,8.13068814457973e-11,"SH3BP4",NA,"GO:0005092"
"ENSG00000116604",278.081626383638,-1.9618967980826,0.281101879709242,-6.97930871224299,2.96636014051884e-12,8.63231764566888e-11,"MEF2D",NA,"GO:0000977"
"ENSG00000182326",260.139124752037,5.62709978757453,0.806508003985001,6.9771158621746,3.01301224580104e-12,8.75261458564178e-11,"C1S","3.4.21.42","GO:0001867"
"ENSG00000197321",193.154086971773,3.39701034937904,0.486949050732911,6.97611042524094,3.03464240283035e-12,8.79992870017936e-11,"SVIL",NA,"GO:0002102"
"ENSG00000129354",306.220807435438,5.98421619698146,0.858343861005753,6.97181685434266,3.12873700595384e-12,9.05684134008186e-11,"AP1M2",NA,"GO:0000139"
"ENSG00000135318",1092.57138717924,5.32185410888636,0.763613948428386,6.9692992379715,3.18523556664938e-12,9.20421316110209e-11,"NT5E","3.1.3.5","GO:0000166"
"ENSG00000153246",25.7808655870022,7.19787249473524,1.03326527871939,6.96614184467337,3.25750718691912e-12,9.39656757893955e-11,"PLA2R1",NA,"GO:0001816"
"ENSG00000166979",30.0114187900139,6.44338460985692,0.924998172480354,6.96583496222396,3.26461676020245e-12,9.40061235267388e-11,"EVA1C",NA,"GO:0005576"
"ENSG00000151276",30.1802572629591,3.89353880482248,0.558984747966269,6.96537574412931,3.27528393427928e-12,9.41486940340559e-11,"MAGI1",NA,"GO:0005515"
"ENSG00000165322",134.590922620828,1.8953753697902,0.272181235932367,6.96365185975264,3.31563385782146e-12,9.51425178957793e-11,"ARHGAP12",NA,"GO:0001891"
"ENSG00000068697",2043.39121428368,1.59221528130899,0.228895900868982,6.95606725705568,3.49902865021375e-12,1.00230436343775e-10,"LAPTM4A",NA,"GO:0005515"
"ENSG00000053747",142.012319465586,5.67101968774605,0.815312041295698,6.95564323903966,3.50956983207967e-12,1.00357855389209e-10,"LAMA3",NA,"GO:0005102"
"ENSG00000113971",48.9010844721588,2.21609254449614,0.318659996677036,6.95441086928198,3.54038389108527e-12,1.01063540849334e-10,"NPHP3",NA,"GO:0001822"
"ENSG00000090104",37.4109634519137,-8.46763672341771,1.21843760341955,-6.94958584637672,3.66360132784202e-12,1.04399961022294e-10,"RGS1",NA,"GO:0001965"
"ENSG00000008324",391.898230171899,-1.0252750683821,0.14770876660164,-6.94119307858815,3.88802179224096e-12,1.10536732659213e-10,"SS18L2",NA,"GO:0003713"
"ENSG00000123130",366.948789808422,1.87290925077676,0.269831407476776,6.94103502735485,3.89237477641573e-12,1.10536732659213e-10,"ACOT9",NA,"GO:0003986"
"ENSG00000145335",260.974384631215,7.12465194163714,1.02653017497387,6.94051876440798,3.90662680526024e-12,1.10750516539486e-10,"SNCA",NA,"GO:0000122"
"ENSG00000148143",48.2314563253708,3.41753726109806,0.492602660515238,6.93771580024251,3.9849033778394e-12,1.12775504358063e-10,"ZNF462",NA,"GO:0003677"
"ENSG00000144642",45.31769642191,6.46701361639294,0.932319800818815,6.93647567145227,4.02002438324593e-12,1.13574308089955e-10,"RBMS3",NA,"GO:0002357"
"ENSG00000152894",123.472632735742,3.40423897173966,0.491078433358861,6.93216956903496,4.1443475331789e-12,1.1688621270375e-10,"PTPRK",NA,"GO:0001750"
"ENSG00000151092",248.26846650333,-1.01371683195322,0.146345450446741,-6.92687629754603,4.30234469916747e-12,1.2113490519656e-10,"NGLY1","3.5.1.52","GO:0000224"
"ENSG00000100711",304.393483504427,1.70148403891834,0.245780701848759,6.92277313116856,4.42886755890219e-12,1.24484432700816e-10,"ZFYVE21",NA,"GO:0000285"
"ENSG00000011405",220.303920978127,1.43749653192545,0.207726961074141,6.92012497796271,4.51245367703528e-12,1.26617758968395e-10,"PIK3C2A","2.7.1.154","GO:0005524"
"ENSG00000124882",150.731723059333,8.34718406525366,1.20700833499561,6.91559769989826,4.65894818169649e-12,1.30506012756332e-10,"EREG",NA,"GO:0000165"
"ENSG00000166833",122.508512522999,3.73556699612095,0.540474208764622,6.91164709720275,4.79058424381288e-12,1.33965557011616e-10,"NAV2",NA,"GO:0003025"
"ENSG00000144583",66.4392162583333,8.80662356010293,1.27541336435749,6.90491710861085,5.02327505495104e-12,1.40234514288303e-10,"MARCH4",NA,"GO:0000139"
"ENSG00000075643",62.6860769146193,4.35362918843127,0.63065314096142,6.90336558348736,5.07847097170805e-12,1.4153552516921e-10,"MOCOS",NA,"GO:0005515"
"ENSG00000149798",135.996855984076,2.70246666632909,0.391768242318455,6.89812591836464,5.26930321247335e-12,1.46605900697041e-10,"CDC42EP2",NA,"GO:0001515"
"ENSG00000171992",151.464202065682,4.78335448148713,0.69359099596257,6.89650602347968,5.32971065483833e-12,1.48036533213899e-10,"SYNPO",NA,"GO:0003779"
"ENSG00000176871",597.852176663587,2.02708595616268,0.29403709294151,6.8939804018737,5.42525016357053e-12,1.50436524316785e-10,"WSB2",NA,"GO:0005829"
"ENSG00000137876",1129.62873913194,-1.21797406698296,0.176726225542272,-6.89186940560571,5.50639141951094e-12,1.52189618601995e-10,"RSL24D1",NA,"GO:0000027"
"ENSG00000024422",514.368265468645,4.8603692630964,0.705233833425036,6.89185491781009,5.50695238217406e-12,1.52189618601995e-10,"EHD2",NA,"GO:0003676"
"ENSG00000183762",70.0241806319049,3.24519761257823,0.471219633579712,6.88680475370996,5.70594487160577e-12,1.57424820737385e-10,"KREMEN1",NA,"GO:0005515"
"ENSG00000125848",50.5493641821691,7.68913217647436,1.11663170642304,6.88600559364851,5.73807354438797e-12,1.58046503929121e-10,"FLRT3",NA,"GO:0003345"
"ENSG00000179431",123.903977375439,3.43732518709313,0.499211355464511,6.88551081514308,5.75805395115404e-12,1.58332064489913e-10,"FJX1",NA,"GO:0005615"
"ENSG00000105374",48.177107683628,-6.01277214101226,0.873464201822871,-6.88382205986683,5.82676507007238e-12,1.59954412448604e-10,"NKG7",NA,"GO:0005515"
"ENSG00000182107",61.9078065895901,9.8076776794811,1.42501386329449,6.88251387029088,5.88054372451533e-12,1.61162122606476e-10,"TMEM30B",NA,"GO:0005515"
"ENSG00000111319",175.833048158756,7.86444498697868,1.14437837753694,6.87224185754493,6.32006808677789e-12,1.72920002420795e-10,"SCNN1A",NA,"GO:0005515"
"ENSG00000062038",172.609165841832,8.94727145608731,1.30269814353487,6.86826146217489,6.49890288787371e-12,1.77329232252144e-10,"CDH3",NA,"GO:0001895"
"ENSG00000173166",112.439378787602,2.9893887055771,0.435252139283302,6.8681769387728,6.50275370531812e-12,1.77329232252144e-10,"RAPH1",NA,"GO:0005515"
"ENSG00000149516",111.365808537553,-11.3422731562333,1.6523275148704,-6.86442188619182,6.67610590336234e-12,1.81755603858316e-10,"MS4A3",NA,"GO:0005515"
"ENSG00000078589",27.8406218095402,-10.1027656269948,1.47182653483458,-6.8641007536464,6.6911394914008e-12,1.81864288057529e-10,"P2RY10",NA,"GO:0004930"
"ENSG00000244274",251.944754429003,3.59728303179376,0.524169266979622,6.86282706447497,6.7510937559067e-12,1.83191540780131e-10,"DBNDD2",NA,"GO:0005515"
"ENSG00000152689",57.5498666997383,-4.87805134925039,0.71090759192459,-6.86172352730737,6.80346415932032e-12,1.84308977250271e-10,"RASGRP3",NA,"GO:0000165"
"ENSG00000146648",373.625240531902,4.23642021156491,0.617802918496471,6.85723567294722,7.02057606928032e-12,1.89878338977202e-10,"EGFR","2.7.10.1","GO:0000139"
"ENSG00000163517",75.364289039877,2.45018969271936,0.357340808915118,6.85673069403438,7.04542668315798e-12,1.90238070325074e-10,"HDAC11",NA,"GO:0000118"
"ENSG00000164142",16.9434305117953,6.34997637105926,0.926131942316871,6.85644893661021,7.05932974637934e-12,1.90301506141758e-10,"FAM160A1",NA,NA
"ENSG00000164828",399.591455427961,1.37410644118994,0.200730083291337,6.84554312267972,7.61862646413134e-12,2.05043131520763e-10,"SUN1",NA,"GO:0001503"
"ENSG00000116885",49.175282187749,2.26268397192208,0.330553636465626,6.84513410929417,7.64042607900312e-12,2.05294384905808e-10,"OSCP1",NA,"GO:0006810"
"ENSG00000104067",191.476212353499,2.89118285550261,0.422389785852536,6.8448218975446,7.65710747988312e-12,2.05407520034454e-10,"TJP1",NA,"GO:0005515"
"ENSG00000186174",289.765338726228,2.59297189743869,0.379019317389945,6.84126581013013,7.8496448406216e-12,2.10230081577038e-10,"BCL9L",NA,"GO:0003713"
"ENSG00000176641",22.5759070887137,6.52481647676524,0.955046464437615,6.83193616198288,8.37761323506866e-12,2.24005953887688e-10,"RNF152",NA,"GO:0004842"
"ENSG00000143842",136.245844713533,3.76884357299109,0.551832190220677,6.8296914166677,8.50974807382428e-12,2.27170276375948e-10,"SOX13",NA,"GO:0000977"
"ENSG00000106992",649.446880462884,2.44282388012629,0.357698944860196,6.82927337423669,8.53458031506128e-12,2.27464518397046e-10,"AK1","2.7.4.3","GO:0004017"
"ENSG00000005844",45.4882813806934,-7.09422999395117,1.03910533152443,-6.82724819007859,8.65588743901833e-12,2.30324914391068e-10,"ITGAL",NA,"GO:0002291"
"ENSG00000087245",2086.68746939188,5.64110301808202,0.826553228638017,6.82485147070002,8.80163315171406e-12,2.33825322003036e-10,"MMP2","3.4.24.24","GO:0001525"
"ENSG00000255561",26.2267396949045,-1.36036779943442,0.199419935024478,-6.82162392274091,9.00170687337816e-12,2.38755416926589e-10,"FDXACB1",NA,"GO:0004826"
"ENSG00000128422",1266.07381614318,7.19588752843895,1.05583112161623,6.81537736586487,9.40166450370293e-12,2.48806553899129e-10,"KRT17",NA,"GO:0005200"
"ENSG00000115380",2175.13811748631,5.98318352991446,0.87791280718609,6.81523663960652,9.41087262941881e-12,2.48806553899129e-10,"EFEMP1",NA,"GO:0005006"
"ENSG00000101000",442.183235605999,3.78326556162509,0.555584818158756,6.80951933525303,9.79253719168799e-12,2.58482179622264e-10,"PROCR",NA,"GO:0004872"
"ENSG00000185222",1104.80616616959,3.86434265114565,0.567830132264115,6.80545541980541,1.00730068844572e-11,2.65459994230233e-10,"TCEAL9",NA,"GO:0005634"
"ENSG00000079482",37.6051670210275,2.00339136252309,0.294522998288833,6.80215594083556,1.03064944931826e-11,2.71179346321422e-10,"OPHN1",NA,"GO:0003779"
"ENSG00000163359",1811.31699695678,9.06665367544868,1.33831233709532,6.77469184445164,1.24671701767023e-11,3.27506794227216e-10,"COL6A3",NA,"GO:0004867"
"ENSG00000010438",60.090875202857,8.17955382287844,1.20764349449238,6.77315272278812,1.26005811710919e-11,3.30484351065375e-10,"PRSS3","3.4.21.4","GO:0004252"
"ENSG00000177096",70.8219416334694,5.78875330269965,0.854916758234091,6.77113092818165,1.27779569431049e-11,3.34603702400447e-10,"FAM109B",NA,"GO:0001881"
"ENSG00000154065",29.2729617151736,5.09359837555548,0.752990482848049,6.76449236953152,1.33777409756026e-11,3.4975360572881e-10,"ANKRD29",NA,NA
"ENSG00000198959",758.183399647036,6.51355560849057,0.96316839399453,6.7626342902273,1.35504978167804e-11,3.53216819002559e-10,"TGM2","2.3.2.13","GO:0001974"
"ENSG00000101856",1190.86229304585,1.53826603030301,0.22746643959081,6.7626065325074,1.35530951132061e-11,3.53216819002559e-10,"PGRMC1",NA,"GO:0005496"
"ENSG00000114270",129.327322980063,5.16298572037718,0.763826277561272,6.75937169491138,1.38591428474945e-11,3.60622340981172e-10,"COL7A1",NA,"GO:0000139"
"ENSG00000183671",32.2417280515424,7.76308432440836,1.14859559996896,6.75876202609358,1.39175768907282e-11,3.61571622976632e-10,"GPR1",NA,"GO:0004930"
"ENSG00000133812",123.049926607695,1.92257932123601,0.284688755304554,6.75326750850862,1.44552060054132e-11,3.74947556086868e-10,"SBF2",NA,"GO:0005515"
"ENSG00000011465",1374.02129549505,6.62475515581137,0.981433397800887,6.75008122879817,1.47762407110348e-11,3.8267210809977e-10,"DCN",NA,"GO:0001822"
"ENSG00000157107",97.7800243262173,1.75595847676169,0.260187839444123,6.7488107073459,1.49061907070725e-11,3.8543150256859e-10,"FCHO2",NA,"GO:0001786"
"ENSG00000120889",485.275695683983,2.52738189399558,0.374541205939102,6.74794082445102,1.49958078607319e-11,3.87140989457862e-10,"TNFRSF10B",NA,"GO:0004872"
"ENSG00000102302",80.5183560971576,2.14061822671543,0.317302980957795,6.74629094329295,1.51672338626672e-11,3.90953848125182e-10,"FGD1",NA,"GO:0001726"
"ENSG00000113140",6438.61189086195,5.3168107831763,0.788697554122105,6.74125430640445,1.57025089215246e-11,4.04118788197549e-10,"SPARC",NA,"GO:0001503"
"ENSG00000102804",389.426254294333,2.19503142569285,0.325754770844969,6.73829402405742,1.60257029132062e-11,4.1179306190861e-10,"TSC22D1",NA,"GO:0003700"
"ENSG00000178031",124.939877400223,8.51607722763209,1.26395340497476,6.73765124102983,1.60967359360838e-11,4.1297404611096e-10,"ADAMTSL1",NA,"GO:0004222"
"ENSG00000066248",43.3654841804154,5.80127811626823,0.861390943526327,6.73477955609702,1.6417865608521e-11,4.20557798503808e-10,"NGEF",NA,"GO:0005085"
"ENSG00000242616",582.64424759377,1.60690616302793,0.23861283019377,6.73436613497694,1.64646105398423e-11,4.21100310872271e-10,"GNG10",NA,"GO:0003924"
"ENSG00000134363",309.81287578747,5.82183898243145,0.865403458246688,6.72731189938451,1.72826028329538e-11,4.41336048467569e-10,"FST",NA,"GO:0000122"
"ENSG00000175592",1166.73293857689,4.34752111751338,0.646924361881881,6.7202927786899,1.81359782138479e-11,4.62411295913759e-10,"FOSL1",NA,"GO:0000978"
"ENSG00000112186",179.833953133735,4.2110070658218,0.626875021764231,6.71745869530844,1.84921159355016e-11,4.70762969974724e-10,"CAP2",NA,"GO:0000902"
"ENSG00000183876",28.0119675739818,7.07809730608382,1.05460516610743,6.71160879308908,1.92490195109872e-11,4.89275617847949e-10,"ARSI",NA,"GO:0004065"
"ENSG00000100036",42.6114662339261,2.84474161578391,0.423901325695843,6.71085803073204,1.93483286628284e-11,4.91042097697145e-10,"SLC35E4",NA,"GO:0016021"
"ENSG00000100916",89.0798527351068,1.18439008131158,0.176535413189629,6.70907927147367,1.95856255375128e-11,4.96299751120574e-10,"BRMS1L",NA,"GO:0000122"
"ENSG00000072364",303.343992654044,1.28338760121786,0.191429270666105,6.70423909965352,2.02458528556201e-11,5.12241846981441e-10,"AFF4",NA,"GO:0001650"
"ENSG00000164074",54.6944401720685,-1.16021836677294,0.173200255055067,-6.69871049788038,2.10266679639188e-11,5.31181362014888e-10,"ABHD18",NA,"GO:0005576"
"ENSG00000147676",820.641869167903,6.84916221470512,1.02253167336925,6.69823966639299,2.10945106055775e-11,5.32079148827669e-10,"MAL2",NA,"GO:0001766"
"ENSG00000168938",340.915905862959,3.89366410521231,0.581380593181873,6.69727223590737,2.1234582017392e-11,5.34676790347957e-10,"PPIC",NA,"GO:0000413"
"ENSG00000144677",196.722019166918,3.07994501310951,0.459893667308986,6.69708072114027,2.12624186556925e-11,5.34676790347957e-10,"CTDSPL",NA,"GO:0001933"
"ENSG00000203896",56.4894345655928,-4.04972490234123,0.605096435722645,-6.6926933679667,2.19099937504418e-11,5.50121199791961e-10,"LIME1",NA,"GO:0000390"
"ENSG00000005379",65.0713700879483,-5.47228763926296,0.817824809666903,-6.69127125342627,2.2124012731225e-11,5.54649335914773e-10,"TSPOAP1",NA,"GO:0005515"
"ENSG00000131711",338.127559086974,4.9201415084678,0.73534132059372,6.69096291841079,2.21706844148024e-11,5.54974685404576e-10,"MAP1B",NA,"GO:0001578"
"ENSG00000164104",4320.80098378156,-1.8192984984006,0.271978553289625,-6.68912484604354,2.24509141489561e-11,5.60375559991839e-10,"HMGB2",NA,"GO:0000400"
"ENSG00000167034",36.4826172087753,3.95844192058883,0.591774828131889,6.68910155081252,2.24544878631907e-11,5.60375559991839e-10,"NKX3-1",NA,"GO:0000976"
"ENSG00000117525",847.373358227859,5.02914359601514,0.751869427526295,6.68885236172109,2.24927507436776e-11,5.6048123676114e-10,"F3",NA,"GO:0001938"
"ENSG00000119865",92.4559034721364,6.38134085639273,0.95419544695222,6.68766642806279,2.26757268945186e-11,5.64187156615733e-10,"CNRIP1",NA,"GO:0043209"
"ENSG00000142949",627.679887227313,3.32070240294474,0.496600004629633,6.68687549735593,2.27985677330196e-11,5.66387947406585e-10,"PTPRF","3.1.3.48","GO:0004725"
"ENSG00000062370",28.9967938892134,2.83714806176635,0.424352058294681,6.6858355139547,2.29610813039377e-11,5.69566220116201e-10,"ZNF112",NA,"GO:0003677"
"ENSG00000167767",286.653750368564,5.52009875932689,0.826115552591493,6.68199350806379,2.35713471206207e-11,5.83825050261269e-10,"KRT80",NA,"GO:0005198"
"ENSG00000133121",73.8154142753473,3.82485658656373,0.57245924834774,6.68144780192341,2.36593051882421e-11,5.85123747380685e-10,"STARD13",NA,"GO:0005096"
"ENSG00000176697",50.4828756126197,5.56326512242208,0.832793582066811,6.68024495171454,2.38543193446726e-11,5.89062209784261e-10,"BDNF",NA,"GO:0005169"
"ENSG00000142347",80.2301613649334,-6.15282295722095,0.921742961449641,-6.67520470950416,2.46887299276058e-11,6.08754596762867e-10,"MYO1F",NA,"GO:0003774"
"ENSG00000239732",10.3063481392753,-7.6444831138279,1.14575620622302,-6.67199799774851,2.52344013152025e-11,6.21279258688641e-10,"TLR9",NA,"GO:0000139"
"ENSG00000164023",107.879873121037,3.014685643214,0.452030121380387,6.66921406477937,2.57176909164562e-11,6.32232965798432e-10,"SGMS2","2.7.8.27","GO:0002950"
"ENSG00000155816",75.7949419614426,8.27409138341222,1.24083300954459,6.66817478239799,2.59004227192174e-11,6.35776248298405e-10,"FMN2",NA,"GO:0003674"
"ENSG00000122986",85.5849757459126,-4.79348363153494,0.719393157588546,-6.66323217140821,2.67869982141215e-11,6.56560487477373e-10,"HVCN1",NA,"GO:0005886"
"ENSG00000204217",166.255193654063,1.81293752667351,0.272097952931412,6.66281207610002,2.68637076329995e-11,6.57462300777318e-10,"BMPR2","2.7.11.30","GO:0001707"
"ENSG00000153714",114.85368969878,5.4165653459727,0.813379041704954,6.65933724407115,2.75065116672496e-11,6.72195480224433e-10,"LURAP1L",NA,NA
"ENSG00000116852",64.627751447799,-4.32726365843888,0.650018116059133,-6.65714316498407,2.79201200341901e-11,6.81292291975029e-10,"KIF21B",NA,"GO:0003777"
"ENSG00000039068",446.457041448946,7.71374795110615,1.15893790323542,6.6558768416941,2.81616002624486e-11,6.86168221779276e-10,"CDH1",NA,"GO:0005509"
"ENSG00000176046",375.778336164196,5.19389366706577,0.780706485101753,6.65281224913718,2.87544913162007e-11,6.99579359629455e-10,"NUPR1",NA,"GO:0002526"
"ENSG00000066697",440.057367595865,1.63681416892474,0.246179553345326,6.64886318413582,2.95365388565848e-11,7.1754621166196e-10,"MSANTD3",NA,"GO:0042802"
"ENSG00000169762",73.8443216623907,-1.35595623348478,0.204019053702444,-6.64622352117368,3.0070849411172e-11,7.29450604788533e-10,"TAPT1",NA,"GO:0001503"
"ENSG00000146197",52.1425162840955,7.73374118020599,1.1649773407814,6.63853356582769,3.1681920693465e-11,7.67401346679503e-10,"SCUBE3",NA,"GO:0005509"
"ENSG00000134259",46.0235475053813,8.27710020166021,1.2484845389892,6.62971782442859,3.36329182524352e-11,8.13462256293481e-10,"NGF",NA,"GO:0000186"
"ENSG00000168995",20.4774946916034,-8.64448634051857,1.30396835155236,-6.62936821298417,3.37126666591993e-11,8.14195502263449e-10,"SIGLEC7",NA,"GO:0004872"
"ENSG00000106333",656.468700642716,6.60164466243959,0.996004846347225,6.62812504040582,3.39977433546868e-11,8.19878229568149e-10,"PCOLCE",NA,"GO:0005515"
"ENSG00000100554",757.461787467801,1.29148176141136,0.194938138726491,6.62508511596789,3.47048146581586e-11,8.35706143617735e-10,"ATP6V1D","3.6.3.14","GO:0005515"
"ENSG00000167613",8.83533817424975,-7.12946607579624,1.07636597304819,-6.623644981647,3.50447868095892e-11,8.42660851884298e-10,"LAIR1",NA,"GO:0002250"
"ENSG00000065618",138.070791179522,7.33575133359703,1.10810625705356,6.62007933526404,3.59006140984133e-11,8.61981071158842e-10,"COL17A1",NA,"GO:0005515"
"ENSG00000143320",743.146685050964,4.94390217959008,0.747256207625654,6.61607374972358,3.68864398204722e-11,8.84361790804946e-10,"CRABP2",NA,"GO:0001972"
"ENSG00000168329",11.1470756250428,-7.25298075092176,1.09784804874478,-6.60654337293257,3.93397051381198e-11,9.41808551351702e-10,"CX3CR1",NA,"GO:0002052"
"ENSG00000135048",187.980097666096,2.77905113374827,0.420783132422957,6.60447370536435,3.98932007594866e-11,9.53673308722066e-10,"TMEM2",NA,"GO:0001525"
"ENSG00000139354",87.9321734956935,2.57038641650832,0.389384794420699,6.60114738258428,4.07987695870439e-11,9.73908020098841e-10,"GAS2L3",NA,"GO:0000226"
"ENSG00000170921",136.694404168585,3.08115118984936,0.466848251600188,6.59989874501677,4.11438692251869e-11,9.80724558622365e-10,"TANC2",NA,"GO:0001701"
"ENSG00000167772",119.505025098727,5.11111267825363,0.774591800347363,6.5984595705268,4.15451736628724e-11,9.88859184105738e-10,"ANGPTL4",NA,"GO:0001525"
"ENSG00000145431",80.3261167891653,4.94228440921431,0.749090416102461,6.59771411164111,4.17545431287572e-11,9.9240848466632e-10,"PDGFC",NA,"GO:0000139"
"ENSG00000168874",38.7643441197654,7.54699113545513,1.14405755763148,6.59668832666032,4.20443335044159e-11,9.97306882983566e-10,"ATOH8",NA,"GO:0001704"
"ENSG00000171004",54.4735551065263,8.2790451053179,1.25505560194059,6.59655643344938,4.20817366081949e-11,9.97306882983566e-10,"HS6ST2","2.8.2.-","GO:0000139"
"ENSG00000073008",287.043733710059,2.98758688080404,0.453251163797876,6.59145992206727,4.35522400187853e-11,1.03067377205375e-09,"PVR",NA,"GO:0001618"
"ENSG00000146674",1575.19390423074,5.62912161842892,0.854848088682996,6.58493794739754,4.55075411828483e-11,1.07540130677574e-09,"IGFBP3",NA,"GO:0001558"
"ENSG00000163293",22.7424811282962,5.83780036869552,0.887211361887043,6.57994320122195,4.70628017850197e-11,1.11056075673504e-09,"NIPAL1",NA,"GO:0015095"
"ENSG00000197635",132.644963888818,7.79957978594479,1.18565148837924,6.57830725334527,4.75834176559456e-11,1.12123958828481e-09,"DPP4","3.4.14.5","GO:0001618"
"ENSG00000109321",619.1094558436,7.79386386624577,1.1848344892315,6.57801907108643,4.76757091940733e-11,1.12180943733655e-09,"AREG",NA,"GO:0000139"
"ENSG00000071282",162.212382833017,4.24282331457875,0.64521788163132,6.5757993313073,4.83924835537344e-11,1.13705077976257e-09,"LMCD1",NA,"GO:0000122"
"ENSG00000156642",1141.32546740793,1.35837274935759,0.206628881822518,6.57397328667899,4.89900245321844e-11,1.14945113115329e-09,"NPTN",NA,"GO:0001934"
"ENSG00000188910",109.806184915079,9.59657424601676,1.46034955200331,6.57142273427081,4.98367458346940e-11,1.16765439636308e-09,"GJB3",NA,"GO:0001701"
"ENSG00000164904",460.194668378504,4.0022666537273,0.609065670457925,6.57115783708218,4.99255015994818e-11,1.1680723534731e-09,"ALDH7A1","1.2.1.3","GO:0004029"
"ENSG00000196196",21.610490551429,6.94357902708466,1.0571816729822,6.56800926892493,5.09923679049208e-11,1.19134083937865e-09,"HRCT1",NA,"GO:0016021"
"ENSG00000115129",338.841777720502,3.1388319731697,0.477914643859004,6.56776688787911,5.1075415073254e-11,1.19159088055463e-09,"TP53I3","1.-.-.-","GO:0003960"
"ENSG00000170561",78.6147444980717,8.8084566720884,1.34292894001242,6.55913832045865,5.41195856159625e-11,1.26082559360752e-09,"IRX2",NA,"GO:0000122"
"ENSG00000116035",11.5940879462561,5.80286859883009,0.88496716540718,6.55715694961423,5.48432844887789e-11,1.27588098702638e-09,"VAX2",NA,"GO:0000122"
"ENSG00000118257",248.181289926654,4.79743864774475,0.732689456656407,6.54771077181543,5.84257305779098e-11,1.35730635874295e-09,"NRP2",NA,"GO:0001525"
